QUESTION_ID,TOPIC,SUBTOPIC,mock_appearance,bluebook_appearance,QUESTION_PROMPT
d9dad012,EXPRESSIONS,Transitions,,BB6 MEDIUM,"The Inca of South America used intricately knotted string devices called quipus to record countable information, like population data and payments. ______ they may have used quipus to record more complex information, like stories and myths, according to researchers. Which choice completes the text with the most logical transition?"
d9e55268,CRAFT,Text Structure & Purpose,,,"The following text is adapted from Louise ErdrichÃ¢â‚¬â„¢s 2020 novel The Night Watchman. Louis Pipestone is collecting signatures for a petition from fellow members of the Turtle Mountain Band of Chippewa on the tribeÃ¢â‚¬â„¢s reservation in North Dakota. Louis Pipestone tended the petition like a garden. He kept it with him at all times. In town, his eyes sharpened when he noticed a tribal member who hadnÃ¢â‚¬â„¢t yet signed. Wherever they wereÃ¢â‚¬â€at the gas pump, mercantile [general store], at HenryÃ¢â‚¬â„¢s [CafÃƒÂ©], on the road, or outside the clinic and hospitalÃ¢â‚¬â€Louis cornered them. If they were waiting for a baby to be born, heÃ¢â‚¬â„¢d have them sign. If they were laughing, if they were arguing. If they were taking a child home from school, they signed. Ã‚Â©2020 by Louise Erdrich Which choice best states the main purpose of the text?"
daaed806,CRAFT,Words in Context,,BB9 LOWER,"MÃƒÂ´nica Lopes-Ferreira and others at BrazilÃ¢â‚¬â„¢s Butantan Institute are studying the freshwater stingray species Potamotrygon rex to determine whether biological characteristics such as the raysÃ¢â‚¬â„¢ age and sex have ______ effect on the toxicity of their venomÃ¢â‚¬â€that is, to see if differences in these traits are associated with considerable variations in venom potency. Which choice completes the text with the most logical and precise word or phrase?"
dab8b8ee,ENGLISH_CONV,"Form, Structure, and Sense",901D Upper,,"Known as EarthÃ¢â‚¬â„¢s Ã¢â‚¬Å“living skin,Ã¢â‚¬Â biocrusts are thin layers of soil held together by surface-dwelling microorganisms such as fungi, lichens, and cyanobacteria. Fortifying soil in arid ecosystems against erosion, ______ Which choice completes the text so that it conforms to the conventions of Standard English?"
db24ecc9,ENGLISH_CONV,Boundaries,,,The Arctic-Alpine Botanic Garden in Norway and the Jardim BotÃƒÂ¢nico of Rio de Janeiro in Brazil are two of many botanical gardens around the world dedicated to growing diverse plant ______ fostering scientific research; and educating the public about plant conservation. Which choice completes the text so that it conforms to the conventions of Standard English?
db2da2bf,INFO_IDEAS,Central Ideas,901D Medium,,"In 2019, 20 previously unknown moons were confirmed to be orbiting Saturn. Three of the moons have prograde orbits (orbiting in the direction the planet spins), and the other 17 have retrograde orbits (orbiting in the opposite direction of the planetÃ¢â‚¬â„¢s spin). All but one of the 20 moons are thought to be remnants of bodies that orbited Saturn until they broke apart in collisions. Although the one exceptional moon orbits in the same direction as the planetÃ¢â‚¬â„¢s spin, its orbit is highly eccentric compared to the rest, which may suggest that it has a different origin than the other 19 moons. Based on the text, which choice best describes the moon with the eccentric orbit?"
db2e480a,ENGLISH_CONV,"Form, Structure, and Sense",901D Medium,,"By the time Hawaiian king Kamehameha III ______ the throne, the number of longhorn cattle, first introduced to the islands in 1793, had drastically increased, and so too had the need for paniolo (Hawaiian cowboys) to manage the wild herds that then roamed throughout the volcanic terrain. Which choice completes the text so that it conforms to the conventions of Standard English?"
db3ad406,EXPRESSIONS,Rhetorical Syntesis,1000D Upper,,"While researching a topic, a student has taken the following notes: Stars form in a galaxy when gravity causes a massive cloud of dust and gas to collapse. A galaxy in a phase of rapid star formation is called a starburst galaxy. Quenching is a process in which a galaxy loses star-forming gas. A galaxy that no longer forms stars is called a quenched galaxy. A quenched galaxy has entered the poststarburst phase. The student wants to explain what a quenched galaxy is. Which choice most effectively uses relevant information from the notes to accomplish this goal?"
db4e3819,ENGLISH_CONV,"Form, Structure, and Sense",,,"Midway through her 1968 jazz album A Monastic Trio, Alice Coltrane switches instruments, swapping the piano for the harp. With the same fluid style that Coltrane was famous for on piano, she ______ her fingers across the harp strings and creates a radiant sound. Which choice completes the text so that it conforms to the conventions of Standard English?"
db876fd5,INFO_IDEAS,Inferences,,,"Songbirds learn to respond to and imitate their speciesÃ¢â‚¬â„¢ songs from an early age. With each generation, small differences are introduced that result in distinct variationsÃ¢â‚¬â€called dialectsÃ¢â‚¬â€among geographically isolated populations of the same species. A research study examined whether twelve-day-old Ficedula hypoleuca (pied flycatcher) nestlings prefer local dialects over the unfamiliar dialects of nonlocal F. hypoleuca populations: the more begging calls the nestlings made in response to a song, the stronger their preference. The researchers found that nestlings produced more begging calls in response to their own dialect than to nonlocal dialects. Since song preference plays a role in songbird mate selection, the finding suggests that ______ Which choice most logically completes the text?"
db8fe023,EXPRESSIONS,Transitions,,,"A potter choosing which type of clay to use for a piece considers two key factors: the desired look of the piece and its intended use. ______ earthenware clay is often used for decorative pieces because of its rustic look. This type of clay is not often used in industrial settings, though, because it is less durable than other clays. Which choice completes the text with the most logical transition?"
dba9eaf8,CRAFT,Words in Context,,BB9 UPPER,"Within baleen whale species, some individuals develop an accessory spleenÃ¢â‚¬â€a seemingly functionless formation of splenetic tissue outside the normal spleen. Given the formationÃ¢â‚¬â„¢s greater prevalence among whales known to make deeper dives, some researchers hypothesize that its role isnÃ¢â‚¬â„¢t ______; rather, the accessory spleen may actively support diving mechanisms. Which choice completes the text with the most logical and precise word or phrase?"
dbbbc5dd,INFO_IDEAS,Inferences,,,"Off-off-Broadway theaters emerged in the late 1950s as a rebellion against mainstream Broadway theaters in New York, freeing artists to create productions that were more experimental than typical Broadway shows. One such artist was playwright MarÃƒÂ­a Irene FornÃƒÂ©s. Working with off-off Broadway theaters enabled FornÃƒÂ©s not only to direct her own plays but also to direct them exactly as she intended them to be staged, regardless of how strange the results might have seemed to audiences accustomed to Broadway shows. In this way, FornÃƒÂ©s ______ Which choice most logically completes the text?"
dbd78791,ENGLISH_CONV,"Form, Structure, and Sense",,,"Led by Syrian American astronomer Shadia Habbal, the Solar Wind Sherpas are an intrepid team of scientists who travel the globe to study solar winds, the streams of particles emanating from the Sun that are only visible from certain locations during a total solar eclipse. When such an eclipse is imminent, the Sherpas pack up their telescopes and ______ ready. Which choice completes the text so that it conforms to the conventions of Standard English?"
dc043599,CRAFT,Cross-Text Connections,,,"Text 1 Most scientists agree that the moon was likely formed after a collision between Earth and a large planet named Theia. This collision likely created a huge debris field, made up of material from both Earth and Theia. Based on models of this event, scientists believe that the moon was formed from this debris over the course of thousands of years. Ã‚ Text 2Ã‚ Researchers from NASAÃ¢â‚¬â„¢s Ames Research Center used a computer to model how the moon could have formed. Although simulations of the moonÃ¢â‚¬â„¢s formation have been done in the past, the team from NASA ran simulations that were much more detailed. They found that the formation of the moon was likely not a slow process that took many years. Instead, itÃ¢â‚¬â„¢s probable that the moonÃ¢â‚¬â„¢s formation happened immediately after impact, taking just a few hours. Which choice best describes a difference in how the author of Text 1 and the author of Text 2 view the evidence for the formation of the moon?"
